a,b,c,d,e,f,g,h,i
1.806,2.2852,0.64941,-2.91,26.644,260.88,-295.23,301.45,554.69
1.8067,1.626,1.5283,-3.1504,-41.446,298.99,-264.42,301.46,554.9
1.8074,1.0303,2.1582,-3.1848,-98.682,311.86,-216.7,301.46,555.11
1.8081,0.52246,2.4951,-3.0179,-158.88,308.89,-156.06,301.46,555.33
1.8088,-0.18555,2.7686,-2.591,-222.53,301.96,-87.973,301.46,555.54
1.8095,-0.97656,2.9736,-2.0365,-274.33,285.13,-15.408,301.46,555.75
1.8102,-1.8311,3.2227,-1.4427,-305.42,253.95,50.696,301.45,555.96
1.8109,-2.3779,3.252,-0.92256,-316.27,202.96,106.86,301.45,556.17
1.8116,-2.6855,3.0811,-0.44165,-314.79,138.11,168.49,301.45,556.38
1.8123,-2.9688,2.6172,0.30425,-305.42,68.808,233.6,301.45,556.59
1.813,-3.1885,2.0312,1.0992,-283.22,-3.9602,281.81,301.45,556.8
1.8137,-3.3838,1.4258,1.8942,-245.72,-70.788,305.17,301.45,557.01
1.8144,-3.2617,0.84961,2.3604,-189.47,-127.72,310.14,301.44,557.22
1.8151,-2.9639,0.31738,2.6205,-122.37,-187.61,309.15,301.45,557.44
1.8158,-2.417,-0.46875,2.8707,-52.795,-249.98,295.73,301.47,557.65
1.8165,-1.8066,-1.2646,3.0572,16.776,-295.53,269.39,301.48,557.86
1.8172,-1.2061,-2.0264,3.224,78.945,-312.36,229.62,301.49,558.07
1.8179,-0.61523,-2.4707,3.0866,137.66,-312.85,171.97,301.49,558.28
1.8186,-0.024414,-2.7051,2.7382,197.86,-310.38,102.88,301.5,558.49
1.8193,0.80078,-2.9639,2.1935,255.59,-295.53,32.306,301.5,558.7
1.82,1.5479,-3.1543,1.6488,297.03,-266.32,-34.294,301.5,558.91
1.8207,2.2656,-3.3301,1.109,310.85,-222.76,-94.931,301.5,559.12
1.8214,2.666,-3.1689,0.55452,309.86,-162.86,-156.06,301.49,559.33
1.8221,2.915,-2.7832,-0.073608,305.91,-91.579,-219.19,301.49,559.55
1.8228,3.1836,-2.2119,-0.91274,288.64,-19.801,-272.37,301.5,559.76
1.8235,3.3301,-1.626,-1.6439,253.61,47.027,-306.66,301.51,559.97
1.8242,3.3887,-1.084,-2.2426,202.3,106.92,-313.62,301.5,560.18
1.8249,3.1006,-0.49316,-2.5714,140.62,167.81,-313.12,301.48,560.39
1.8256,2.6416,0.19531,-2.8069,68.584,229.19,-306.17,301.48,560.6
1.8263,1.9922,1.0645,-3.0425,-3.4539,279.69,-283.8,301.49,560.81
1.827,1.3867,1.7871,-3.1701,-65.13,307.41,-246.52,301.49,561.02
1.8277,0.83496,2.3535,-3.1799,-123.35,310.87,-193.34,301.49,561.23
1.8284,0.21484,2.6562,-2.8707,-186.01,306.42,-128.23,301.49,561.45
1.8291,-0.50293,2.8711,-2.3947,-244.73,298,-57.157,301.48,561.66
1.8298,-1.3672,3.1201,-1.7911,-289.63,274.24,13.42,301.49,561.87
1.8305,-2.041,3.2422,-1.2366,-313.81,233.65,73.062,301.5,562.08
1.8312,-2.5586,3.2471,-0.73118,-315.78,177.22,132.21,301.5,562.29
1.8319,-2.8418,2.9053,-0.11777,-310.35,110.39,197.81,301.5,562.5
1.8326,-3.0859,2.3828,0.65266,-298.51,37.126,256.46,301.5,562.71
1.8333,-3.3105,1.7334,1.5065,-270.88,-34.651,293.74,301.51,562.92
1.834,-3.3496,1.1963,2.0856,-223.02,-93.559,309.64,301.51,563.13
1.8347,-3.2031,0.66406,2.4978,-161.84,-151.48,311.14,301.51,563.34
1.8354,-2.7539,-0.014648,2.7431,-94.734,-215.83,304.67,301.51,563.56
1.8361,-2.168,-0.81543,2.9738,-23.19,-271.77,286.28,301.51,563.77
1.8368,-1.4941,-1.6699,3.1652,45.394,-305.43,255.97,301.51,563.98
1.8375,-0.94727,-2.2266,3.175,103.12,-313.84,207.26,301.51,564.19
1.8382,-0.41504,-2.5781,2.9983,161.84,-313.35,143.14,301.5,564.4
1.8389,0.30273,-2.8174,2.537,224.01,-306.42,73.559,301.5,564.61
1.8396,1.1182,-3.0469,1.9678,276.8,-283.65,3.4792,301.5,564.82
1.8403,1.9434,-3.252,1.3593,305.42,-250.97,-60.637,301.5,565.03
1.841,2.4316,-3.2617,0.87349,310.85,-199.99,-120.28,301.51,565.24
1.8417,2.7637,-3.0664,0.35332,309.37,-134.15,-182.41,301.5,565.45
1.8424,3.0176,-2.5684,-0.38767,300.98,-61.877,-243.54,301.5,565.67
1.8431,3.2568,-1.9678,-1.2219,275.82,9.4054,-289.76,301.49,565.88
1.8438,3.3936,-1.3525,-1.9727,233.88,72.273,-312.13,301.48,566.09
1.8445,3.2617,-0.83984,-2.3653,177.13,131.18,-314.61,301.48,566.3
1.8452,2.9395,-0.25391,-2.6597,111.02,194.05,-311.14,301.48,566.51
1.8459,2.3828,0.52246,-2.8854,39.473,252.95,-298.21,301.46,566.72
1.8466,1.7676,1.3525,-3.1112,-30.591,293.55,-270.38,301.45,566.93
1.8473,1.1328,2.0947,-3.224,-90.787,309.88,-226.64,301.44,567.14
1.848,0.60059,2.4658,-3.0572,-148.52,310.38,-166.5,301.45,567.35
1.8487,-0.053711,2.7197,-2.6744,-211.18,304.93,-97.913,301.45,567.57
1.8494,-0.84961,2.9443,-2.1297,-267.43,288.1,-27.833,301.45,567.78
1.8501,-1.6553,3.1738,-1.5605,-303.94,258.4,38.768,301.44,567.99
1.8508,-2.3193,3.291,-1.0158,-314.79,213.35,98.41,301.44,568.2
1.8515,-2.6465,3.125,-0.52017,-314.3,150.49,159.54,301.44,568.41
1.8522,-2.9297,2.71,0.17175,-309.37,78.708,223.16,301.43,568.62
1.8529,-3.1641,2.1143,0.98635,-288.64,6.4353,275.35,301.43,568.83
1.8536,-3.3447,1.5332,1.747,-251.64,-58.907,304.18,301.43,569.04
1.8543,-3.3252,0.95215,2.3113,-198.84,-117.81,310.64,301.42,569.25
1.855,-3.0225,0.40527,2.5763,-134.7,-179.2,309.15,301.42,569.46
1.8557,-2.5293,-0.32227,2.8364,-63.65,-241.07,299.21,301.42,569.68
1.8564,-1.8848,-1.1572,3.0327,7.4011,-288.6,275.35,301.42,569.89
1.8571,-1.3135,-1.8896,3.1946,69.077,-311.37,237.08,301.42,570.1
1.8578,-0.71777,-2.4268,3.1406,126.81,-313.84,181.91,301.42,570.31
1.8585,-0.13672,-2.6758,2.8167,188.48,-310.87,114.81,301.42,570.52
1.8592,0.64941,-2.9248,2.3015,247.2,-298.5,43.738,301.42,570.73
1.8599,1.4453,-3.125,1.7224,291.6,-271.77,-24.851,301.42,570.94
1.8606,2.1387,-3.291,1.2023,310.35,-231.17,-84.991,301.42,571.15
1.8613,2.6172,-3.2178,0.64285,310.35,-173.75,-145.63,301.42,571.36
1.862,2.8711,-2.8613,0.049072,306.41,-103.95,-208.75,301.42,571.57
1.8627,3.1494,-2.3145,-0.77043,293.08,-30.691,-264.42,301.42,571.79
1.8634,3.3154,-1.6943,-1.5458,260.52,37.126,-302.19,301.43,572
1.8641,3.3887,-1.1816,-2.1396,210.19,96.529,-314.61,301.43,572.21
1.8648,3.1738,-0.60547,-2.5272,151.48,157.91,-313.62,301.43,572.42
1.8655,2.7295,0.058594,-2.7628,82.893,220.78,-306.66,301.44,572.63
1.8662,2.1143,0.91797,-3.0179,7.8945,271.77,-288.77,301.45,572.84
1.8669,1.4648,1.6992,-3.1553,-57.235,303.45,-255.47,301.45,573.05
1.8676,0.9375,2.2607,-3.1897,-112.5,312.36,-201.29,301.44,573.26
1.8683,0.32227,2.6172,-2.9394,-174.67,308.4,-138.17,301.44,573.47
1.869,-0.36133,2.8271,-2.488,-237.82,298.5,-70.08,301.46,573.68
1.8697,-1.2354,3.0908,-1.8991,-284.2,277.71,1.4911,301.47,573.9
1.8704,-1.9727,3.2324,-1.3004,-309.37,243.55,65.11,301.46,574.11
1.8711,-2.4756,3.2568,-0.82932,-316.27,187.61,122.76,301.45,574.32
1.8718,-2.7979,2.9883,-0.24045,-313.81,119.3,185.39,301.45,574.53
1.8725,-3.0371,2.4854,0.49072,-301.97,49.502,248.01,301.47,574.74
1.8732,-3.291,1.8555,1.374,-274.83,-21.286,290.76,301.49,574.95
1.8739,-3.3545,1.2646,2.0267,-232.89,-85.143,307.66,301.5,575.16
1.8746,-3.2422,0.7666,2.4291,-173.19,-143.56,309.15,301.5,575.37
1.8753,-2.8369,0.10254,2.7186,-104.6,-204.44,306.66,301.5,575.58
1.876,-2.29,-0.6543,2.9247,-34.539,-262.86,291.25,301.51,575.79
1.8767,-1.626,-1.5381,3.1603,33.552,-301.47,260.94,301.51,576.01
1.8774,-1.0205,-2.1777,3.1995,93.748,-313.84,216.2,301.51,576.22
1.8781,-0.51758,-2.5293,3.0474,152.46,-312.85,155.07,301.52,576.43
1.8788,0.19531,-2.7979,2.6205,214.14,-307.9,84.494,301.52,576.64
1.8795,0.98145,-3.0078,2.061,268.91,-289.09,14.414,301.52,576.85
1.8802,1.8359,-3.252,1.4624,301.97,-256.92,-50.696,301.53,577.06
1.8809,2.3926,-3.2861,0.94219,310.85,-209.39,-110.34,301.54,577.27
1.8816,2.7148,-3.125,0.45637,309.86,-145.04,-171.47,301.53,577.48
1.8823,2.9932,-2.6611,-0.2748,303.94,-72.768,-233.6,301.53,577.69
1.883,3.2129,-2.0801,-1.0698,280.26,-1.9801,-284.3,301.53,577.91
1.8837,3.4131,-1.4697,-1.8697,241.28,62.372,-310.14,301.53,578.12
1.8844,3.291,-0.89355,-2.3407,187.5,122.76,-314.12,301.53,578.33
1.8851,3.0176,-0.37109,-2.6106,123.35,184.15,-311.63,301.52,578.54
1.8858,2.4805,0.40039,-2.8658,49.834,243.05,-302.19,301.51,578.75
1.8865,1.8652,1.2109,-3.0621,-20.723,288.6,-276.34,301.51,578.96
1.8872,1.2451,1.9922,-3.2339,-79.439,310.38,-233.6,301.51,579.17
1.8879,0.66406,2.4414,-3.1014,-138.65,310.87,-176.44,301.5,579.38
1.8886,0.073242,2.6807,-2.7579,-202.79,304.44,-110.84,301.5,579.59
1.8893,-0.74707,2.9297,-2.2181,-258.55,292.56,-38.768,301.5,579.8
1.89,-1.5088,3.1299,-1.6586,-298.02,265.83,30.318,301.49,580.02
1.8907,-2.2363,3.3057,-1.1188,-314.79,220.78,88.47,301.49,580.23
1.8914,-2.6318,3.1641,-0.58396,-315.29,159.89,148.61,301.48,580.44
1.8921,-2.876,2.7979,0.029443,-309.86,92.074,213.22,301.48,580.65
1.8928,-3.1445,2.2119,0.86858,-292.59,19.306,268.39,301.47,580.86
1.8935,-3.3008,1.6113,1.6194,-260.03,-49.997,301.2,301.46,581.07
1.8942,-3.3643,1.0645,2.2377,-208.71,-108.9,309.15,301.46,581.28
1.8949,-3.0811,0.48828,2.5567,-145.56,-168.8,309.64,301.45,581.49
1.8956,-2.6367,-0.18066,2.7922,-75.491,-231.67,302.19,301.44,581.7
1.8963,-1.9873,-1.04,3.0179,-4.9341,-282.16,280.32,301.45,581.92
1.897,-1.3867,-1.7773,3.1553,59.702,-310.38,244.04,301.44,582.13
1.8977,-0.83008,-2.3486,3.1799,117.43,-313.84,191.85,301.44,582.34
1.8984,-0.22461,-2.6514,2.8805,179.11,-310.87,126.74,301.44,582.55
1.8991,0.48828,-2.876,2.4144,239.3,-301.47,55.666,301.44,582.76
1.8998,1.3477,-3.1201,1.8157,285.19,-278.2,-14.911,301.44,582.97
1.9005,2.0264,-3.252,1.2661,308.38,-239.59,-75.547,301.43,583.18
1.9012,2.5537,-3.2617,0.76062,311.83,-183.16,-134.2,301.43,583.39
1.9019,2.832,-2.9346,0.15703,307.89,-115.34,-198.81,301.43,583.6
1.9026,3.0859,-2.4268,-0.6085,295.06,-44.057,-257.95,301.42,583.81
1.9033,3.3105,-1.7871,-1.4525,266.93,27.226,-297.72,301.41,584.03
1.904,3.3691,-1.2549,-2.0414,221.05,88.608,-313.12,301.41,584.24
1.9047,3.2373,-0.72754,-2.4634,160.85,146.53,-314.61,301.41,584.45
1.9054,2.8076,-0.058594,-2.7284,93.254,209.39,-310.14,301.43,584.66
1.9061,2.2412,0.74707,-2.9689,21.217,265.83,-291.75,301.43,584.87
1.9068,1.5674,1.6064,-3.1652,-46.38,300.97,-260.44,301.43,585.08
1.9075,1.0107,2.1777,-3.1848,-105.59,310.87,-212.73,301.43,585.29
1.9082,0.45898,2.5537,-3.013,-164.3,308.89,-150.1,301.43,585.5
1.9089,-0.24414,2.7979,-2.5616,-226.47,302.46,-80.517,301.44,585.71
1.9096,-1.0693,3.042,-2.0071,-278.28,281.67,-9.4434,301.44,585.92
1.9103,-1.8945,3.2422,-1.3887,-308.38,248.5,54.672,301.44,586.14
1.911,-2.4023,3.2568,-0.90293,-315.78,197.51,113.32,301.44,586.35
1.9117,-2.7441,3.0713,-0.37295,-313.81,132.17,174.95,301.44,586.56
1.9124,-2.998,2.5781,0.36313,-305.42,60.887,238.07,301.45,586.77
1.9131,-3.2471,1.9775,1.2072,-280.26,-10.395,285.29,301.45,586.98
1.9138,-3.3838,1.3525,1.958,-241.28,-74.748,307.16,301.45,587.19
1.9145,-3.2568,0.83984,2.3653,-184.04,-133.16,310.14,301.44,587.4
1.9152,-2.9297,0.23926,2.6695,-116.44,-194.54,308.15,301.45,587.61
1.9159,-2.3779,-0.53711,2.8904,-45.394,-254.44,295.23,301.46,587.82
1.9166,-1.7578,-1.3721,3.121,22.697,-297.51,266.4,301.47,588.03
1.9173,-1.123,-2.1094,3.229,82.893,-313.35,224.16,301.47,588.25
1.918,-0.59082,-2.4902,3.0768,144.08,-311.86,166.5,301.47,588.46
1.9187,0.063477,-2.7588,2.7039,204.27,-308.89,96.422,301.48,588.67
1.9194,0.86426,-2.9785,2.1494,260.03,-294.54,23.857,301.48,588.88
1.9201,1.6699,-3.2031,1.5801,299.5,-262.86,-40.259,301.48,589.09
1.9208,2.3389,-3.3203,1.0207,311.83,-217.31,-98.907,301.48,589.3
1.9215,2.666,-3.1592,0.53489,308.87,-156.92,-162.53,301.47,589.51
1.9222,2.9492,-2.749,-0.15212,303.94,-86.133,-225.65,301.47,589.72
1.9229,3.1738,-2.1582,-0.95691,287.16,-11.385,-276.34,301.47,589.93
1.9236,3.374,-1.5771,-1.7273,249.66,53.462,-307.16,301.47,590.14
1.9243,3.3447,-0.99121,-2.2966,195.88,110.88,-315.61,301.46,590.36
1.925,3.0664,-0.4541,-2.5665,133.71,173.26,-313.12,301.45,590.57
1.9257,2.5781,0.26367,-2.8266,64.143,236.12,-303.18,301.44,590.78
1.9264,1.9434,1.0986,-3.0278,-9.8682,283.15,-281.81,301.43,590.99
1.9271,1.3525,1.8506,-3.1995,-72.038,306.91,-243.54,301.43,591.2
1.9278,0.75195,2.3975,-3.1455,-127.79,311.37,-186.88,301.42,591.41
1.9285,0.19531,2.6367,-2.8266,-190.46,307.41,-120.78,301.4,591.62
1.9292,-0.60059,2.8906,-2.3211,-251.14,295.03,-51.69,301.39,591.83
1.9299,-1.4014,3.0957,-1.7372,-294.07,269.79,18.887,301.39,592.04
1.9306,-2.1045,3.2764,-1.2121,-312.82,229.69,80.02,301.38,592.25
1.9313,-2.5879,3.208,-0.66738,-315.78,171.28,138.67,301.38,592.47
1.932,-2.832,2.8662,-0.08833,-311.83,102.47,201.79,301.38,592.68
1.9327,-3.1104,2.3145,0.73608,-296.54,31.186,260.44,301.37,592.89
1.9334,-3.2764,1.6846,1.5212,-266.44,-39.602,297.72,301.36,593.1
1.9341,-3.3643,1.167,2.1346,-218.58,-99.499,309.64,301.36,593.31
1.9348,-3.1543,0.5957,2.5223,-155.92,-158.41,310.14,301.36,593.52
1.9355,-2.7197,-0.048828,2.748,-87.333,-221.27,304.18,301.36,593.73
1.9362,-2.1045,-0.9082,2.9934,-17.269,-275.73,284.3,301.35,593.94
1.9369,-1.4551,-1.6895,3.1357,50.328,-306.91,251.49,301.36,594.15
1.9376,-0.9375,-2.2607,3.1897,109.04,-313.84,201.79,301.37,594.36
1.9383,-0.32715,-2.6221,2.9492,168.25,-312.36,136.68,301.37,594.58
1.939,0.3418,-2.832,2.5076,229.43,-304.93,66.601,301.37,594.79
1.9397,1.2207,-3.0957,1.9138,280.26,-281.17,-2.9821,301.36,595
1.9404,1.9531,-3.2373,1.32,306.9,-246.02,-65.607,301.37,595.21
1.9411,2.4707,-3.2715,0.84895,310.85,-194.54,-125.75,301.38,595.42
1.9418,2.8027,-3.0127,0.26008,308.38,-127.22,-188.37,301.39,595.63
1.9425,3.0371,-2.5195,-0.46619,299.99,-53.957,-248.51,301.39,595.84
1.9432,3.3008,-1.8994,-1.3299,272.36,15.841,-292.75,301.38,596.05
1.9439,3.3691,-1.3184,-1.9825,228.94,77.223,-313.62,301.39,596.26
1.9446,3.2715,-0.8252,-2.3947,171.71,136.63,-314.12,301.4,596.47
1.9453,2.8857,-0.1709,-2.699,105.1,200.48,-310.14,301.41,596.68
1.946,2.3438,0.5957,-2.9149,31.578,257.91,-296.22,301.41,596.9
1.9467,1.6797,1.4795,-3.1553,-37.499,296.02,-267.4,301.42,597.11
1.9474,1.0742,2.124,-3.1946,-94.734,310.87,-221.17,301.43,597.32
1.9481,0.56152,2.4951,-3.0572,-154.44,309.88,-160.04,301.44,597.53
1.9488,-0.1416,2.7637,-2.6401,-217.59,303.45,-91.949,301.44,597.74
1.9495,-0.91797,2.9785,-2.0954,-271.37,286.12,-20.875,301.44,597.95
1.9502,-1.7822,3.2324,-1.4967,-304.93,255.43,45.229,301.44,598.16
1.9509,-2.3438,3.2666,-0.96672,-315.78,207.91,103.88,301.44,598.37
1.9516,-2.6807,3.1152,-0.476,-314.3,143.56,165.01,301.45,598.58
1.9523,-2.9639,2.6562,0.25518,-307.89,71.778,228.13,301.45,598.8
1.953,-3.1934,2.0752,1.0551,-286.18,0,278.83,301.46,599.01
1.9537,-3.3936,1.4648,1.8598,-247.2,-64.353,306.17,301.47,599.22
1.9544,-3.2861,0.89844,2.3309,-193.91,-123.26,310.14,301.47,599.43
1.9551,-3.0029,0.36133,2.6156,-129.27,-185.63,307.66,301.48,599.64
1.9558,-2.4707,-0.41504,2.8658,-57.729,-245.53,298.21,301.5,599.85
1.9565,-1.8604,-1.2207,3.067,13.815,-291.07,273.36,301.51,600.06
1.9572,-1.2354,-2.002,3.2388,74.011,-312.85,231.61,301.52,600.27
1.9579,-0.65918,-2.4609,3.1161,132.23,-314.34,175.45,301.53,600.48
1.9586,-0.058594,-2.71,2.7726,195.39,-309.39,108.35,301.53,600.69
1.9593,0.75195,-2.9541,2.2377,253.61,-296.02,37.774,301.54,600.91
1.96,1.5137,-3.1494,1.6783,293.58,-269.79,-31.809,301.53,601.12
1.9607,2.2461,-3.3252,1.1336,309.86,-226.72,-90.955,301.52,601.33
1.9614,2.6416,-3.1885,0.59377,311.83,-166.33,-150.6,301.52,601.54
1.9621,2.9004,-2.8174,-0.024536,306.41,-97.024,-214.71,301.53,601.75
1.9628,3.1592,-2.2461,-0.85386,289.14,-25.246,-270.38,301.53,601.96
1.9635,3.3203,-1.6553,-1.5948,256.57,43.562,-304.18,301.53,602.17
1.9642,3.3838,-1.0986,-2.223,206.24,102.96,-314.12,301.53,602.38
1.9649,3.1104,-0.53223,-2.537,144.57,162.37,-313.62,301.52,602.59
1.9656,2.6758,0.13184,-2.7824,74.505,225.73,-306.17,301.52,602.8
1.9663,2.0361,0.98633,-3.0081,2.467,276.72,-285.79,301.52,603.02
1.967,1.4307,1.7285,-3.1553,-62.663,304.93,-250.5,301.53,603.23
1.9677,0.85938,2.3242,-3.1799,-119.4,310.87,-197.32,301.52,603.44
1.9684,0.26367,2.6221,-2.8904,-180.59,308.4,-131.71,301.51,603.65
1.9691,-0.43945,2.8418,-2.4291,-242.76,297.51,-62.625,301.5,603.86
1.9698,-1.2988,3.0811,-1.8255,-288.64,274.74,7.4553,301.49,604.07
1.9705,-1.9775,3.2227,-1.2808,-310.85,238.6,70.577,301.48,604.28
1.9712,-2.5195,3.2471,-0.77043,-315.29,182.17,129.23,301.46,604.49
1.9719,-2.8027,2.9199,-0.17175,-313.81,112.86,190.86,301.44,604.7
1.9726,-3.0566,2.4121,0.58887,-300.98,42.077,252.49,301.43,604.92
1.9733,-3.2764,1.7773,1.4329,-270.88,-27.226,294.24,301.43,605.13
1.974,-3.3398,1.2402,2.0365,-227.95,-90.094,308.65,301.43,605.34
1.9747,-3.2227,0.71289,2.4634,-169.24,-149.99,308.65,301.43,605.55
1.9754,-2.7832,0.053711,2.7137,-98.188,-210.38,306.66,301.43,605.76
1.9761,-2.2119,-0.75195,2.9492,-26.151,-266.82,290.26,301.42,605.97
1.9768,-1.5332,-1.6064,3.1406,38.979,-305.43,256.96,301.42,606.18
1.9775,-0.99609,-2.1826,3.175,98.682,-315.33,209.25,301.42,606.39
1.9782,-0.4541,-2.5635,3.013,159.86,-310.87,149.6,301.42,606.6
1.9789,0.23926,-2.7979,2.5714,221.05,-306.42,79.026,301.42,606.81
1.9796,1.0645,-3.0371,2.012,271.37,-287.61,5.9643,301.41,607.03
1.9803,1.8848,-3.2324,1.3887,304.43,-253.45,-56.66,301.42,607.24
1.981,2.3975,-3.2568,0.90784,312.82,-201.97,-114.81,301.41,607.45
1.9817,2.7441,-3.0811,0.38767,308.87,-139.1,-177.93,301.41,607.66
1.9824,2.9932,-2.6025,-0.3386,300.98,-67.818,-241.06,301.41,607.87
1.9831,3.252,-2.0068,-1.1777,278.28,5.4452,-286.28,301.41,608.08
1.9838,3.3838,-1.3916,-1.9236,237.82,68.808,-310.64,301.42,608.29
1.9845,3.2764,-0.88379,-2.3358,181.08,127.22,-314.61,301.42,608.5
1.9852,2.959,-0.28809,-2.645,115.95,189.59,-311.63,301.42,608.71
1.9859,2.4219,0.47363,-2.8707,43.913,249.98,-299.21,301.42,608.92
1.9866,1.8018,1.3135,-3.1063,-26.151,291.57,-272.86,301.42,609.14
1.9873,1.1572,2.0605,-3.2142,-85.853,309.88,-230.12,301.42,609.35
1.988,0.63477,2.4463,-3.0768,-144.08,310.38,-170.48,301.41,609.56
1.9887,-0.014648,2.7148,-2.7088,-207.72,304.93,-103.38,301.41,609.77
1.9894,-0.80078,2.9395,-2.169,-263.97,290.08,-32.803,301.4,609.98
1.9901,-1.626,3.1787,-1.5948,-300.49,262.36,35.289,301.4,610.19
1.9908,-2.29,3.2959,-1.0452,-315.29,216.82,93.937,301.41,610.4
1.9915,-2.627,3.1445,-0.55942,-315.78,153.95,154.08,301.41,610.61
1.9922,-2.9248,2.7441,0.1325,-308.87,84.153,219.19,301.42,610.82
1.9929,-3.1592,2.1582,0.93728,-290.12,11.88,273.36,301.43,611.03
1.9936,-3.3594,1.5771,1.7175,-256.08,-55.442,302.19,301.43,611.25
1.9943,-3.335,0.98145,2.2917,-203.78,-114.84,309.15,301.44,611.46
1.995,-3.0469,0.44434,2.5714,-138.65,-174.25,309.64,301.46,611.67
1.9957,-2.5635,-0.28809,2.8364,-68.584,-236.62,300.7,301.47,611.88
1.9964,-1.9385,-1.1133,3.0278,1.4802,-287.61,276.84,301.47,612.09
1.9971,-1.3477,-1.8652,3.2142,65.13,-311.37,240.06,301.47,612.3
1.9978,-0.74219,-2.4219,3.1603,124.34,-313.35,186.88,301.48,612.51
1.9985,-0.1709,-2.6709,2.8413,184.53,-310.87,119.78,301.49,612.72
1.9992,0.625,-2.9248,2.3309,243.25,-300.97,48.211,301.49,612.93
1.9999,1.4111,-3.125,1.7519,288.64,-274.24,-20.875,301.49,613.14
2.0006,2.1289,-3.3105,1.2219,309.37,-234.64,-81.015,301.49,613.36
2.0013,2.6172,-3.2422,0.67229,310.85,-177.71,-140.66,301.49,613.57
2.002,2.8662,-2.8955,0.08833,306.9,-109.4,-205.27,301.5,613.78
2.0027,3.1396,-2.3486,-0.73118,293.58,-36.631,-262.43,301.5,613.99
2.0034,3.3057,-1.7236,-1.5065,263.48,33.661,-299.7,301.51,614.2
2.0041,3.3936,-1.2012,-2.1248,215.13,93.559,-313.62,301.51,614.41
2.0048,3.1836,-0.62012,-2.5125,154.93,152.47,-314.12,301.52,614.62
2.0055,2.7539,0.0097656,-2.7431,86.346,214.84,-308.15,301.53,614.83
2.0062,2.1436,0.85938,-2.9934,14.309,270.28,-289.27,301.54,615.04
2.0069,1.4941,1.6455,-3.1308,-52.795,302.95,-256.96,301.54,615.25
2.0076,0.95703,2.2314,-3.1848,-110.52,310.38,-207.26,301.53,615.47
2.0083,0.35156,2.5977,-2.9443,-170.72,308.4,-143.14,301.54,615.68
2.009,-0.30273,2.8027,-2.5174,-231.41,301.96,-73.062,301.53,615.89
2.0097,-1.1719,3.0615,-1.9285,-282.72,279.19,-3.4792,301.53,616.1
2.0104,-1.9092,3.2031,-1.3299,-310.35,244.04,59.643,301.52,616.31
2.0111,-2.4414,3.252,-0.85876,-315.29,192.56,119.78,301.49,616.52
2.0118,-2.7686,2.998,-0.2748,-312.33,126.23,182.41,301.48,616.73
2.0125,-2.998,2.5146,0.43674,-304.43,52.967,243.04,301.48,616.94
2.0132,-3.2568,1.8848,1.3102,-278.28,-17.821,287.28,301.49,617.15
2.0139,-3.3301,1.2939,1.9678,-234.37,-79.698,309.15,301.48,617.37
2.0146,-3.252,0.80566,2.3947,-177.13,-138.61,310.64,301.48,617.58
2.0153,-2.8613,0.15625,2.6793,-111.02,-201.97,306.17,301.47,617.79
2.016,-2.3145,-0.60059,2.8953,-38.486,-259.89,292.75,301.46,618
2.0167,-1.6504,-1.4795,3.1308,30.591,-299.49,264.42,301.45,618.21
2.0174,-1.0645,-2.1191,3.1799,88.813,-314.83,219.19,301.44,618.42
2.0181,-0.56152,-2.5,3.0572,148.52,-313.35,159.05,301.44,618.63
2.0188,0.13672,-2.7686,2.6499,211.67,-307.41,90.458,301.43,618.84
2.0195,0.91797,-2.9785,2.1003,265.45,-290.58,17.893,301.43,619.05
2.0202,1.7773,-3.2227,1.4967,299.99,-259.89,-47.217,301.42,619.26
2.0209,2.3389,-3.2666,0.96672,311.83,-211.87,-104.87,301.41,619.48
2.0216,2.6807,-3.1299,0.50054,309.86,-149,-167.5,301.41,619.69
2.0223,2.959,-2.6855,-0.22083,302.95,-79.203,-231.11,301.4,619.9
2.023,3.1885,-2.1045,-1.0207,282.72,-5.9402,-280.82,301.4,620.11
2.0237,3.3936,-1.4941,-1.8304,245.72,59.402,-308.15,301.4,620.32
2.0244,3.2959,-0.94238,-2.2966,190.46,116.33,-315.11,301.41,620.53
2.0251,3.0322,-0.41504,-2.5861,126.31,178.21,-313.12,301.41,620.74
2.0258,2.5098,0.3418,-2.8315,57.235,241.57,-301.2,301.4,620.95
2.0265,1.8994,1.1523,-3.0425,-15.296,287.11,-277.84,301.41,621.16
2.0272,1.2793,1.9482,-3.224,-78.452,307.41,-239.56,301.4,621.37
2.0279,0.69824,2.4121,-3.1014,-134.7,310.87,-181.41,301.4,621.59
2.0286,0.10742,2.666,-2.7775,-195.88,307.41,-112.82,301.39,621.8
2.0293,-0.69336,2.915,-2.2475,-256.08,293.05,-44.732,301.38,622.01
2.03,-1.46,3.1201,-1.693,-298.51,265.83,23.857,301.39,622.22
2.0307,-2.2021,3.3057,-1.1483,-312.82,225.73,85.488,301.39,622.43
2.0314,-2.6025,3.1787,-0.62322,-314.3,166.82,145.63,301.39,622.64
2.0321,-2.8711,2.8223,-0.0049072,-312.33,94.054,207.75,301.41,622.85
2.0328,-3.1299,2.251,0.82441,-295.06,23.266,263.92,301.42,623.06
2.0335,-3.3057,1.665,1.5703,-260.52,-43.562,300.7,301.43,623.27
2.0342,-3.374,1.0938,2.2132,-212.66,-104.94,310.14,301.44,623.48
